fecha,dolar,ibc,ibc_var,ibc_var_pct
0204-26-20,0.0,900.0,0.0,0.0
0204-25-20,0.0,164.0,0.0,0.0
0203-25-20,0.0,780.0,0.0,0.0
0202-24-20,0.0,16.0,0.0,0.0
0201-24-20,0.0,82.0,0.0,0.0
0131-25-20,0.0,27.0,0.0,0.0
0131-24-20,0.0,15.0,0.0,0.0
0130-26-20,0.0,903.0,0.0,0.0
0130-25-20,0.0,780.0,0.0,0.0
0130-24-20,0.0,14.0,0.0,0.0
0129-26-20,0.0,312.0,0.0,0.0
0129-25-20,0.0,27.0,0.0,0.0
0129-24-20,0.0,14.0,0.0,0.0
0128-26-20,0.0,903.0,0.0,0.0
0128-25-20,0.0,2734.0,0.0,0.0
0127-26-20,0.0,99998.0,0.0,0.0
0127-25-20,0.0,165.0,0.0,0.0
0126-26-20,0.0,99998.0,0.0,0.0
0126-24-20,0.0,155.0,0.0,0.0
0125-24-20,0.0,689.0,0.0,0.0
0124-25-20,0.0,26.0,0.0,0.0
0124-24-20,0.0,650.0,0.0,0.0
0123-26-20,0.0,320.0,0.0,0.0
0123-25-20,0.0,26.0,0.0,0.0
0123-24-20,0.0,142.0,0.0,0.0
0122-26-20,0.0,99998.0,0.0,0.0
0122-25-20,0.0,2499.0,0.0,0.0
0122-24-20,0.0,68.0,0.0,0.0
0121-26-20,0.0,392.0,0.0,0.0
0121-25-20,0.0,2499.0,0.0,0.0
0120-26-20,0.0,410.0,0.0,0.0
0120-25-20,0.0,27.0,0.0,0.0
0119-24-20,0.0,562.0,0.0,0.0
0118-24-20,0.0,689.0,0.0,0.0
0117-25-20,0.0,800.0,0.0,0.0
0117-24-20,0.0,15.0,0.0,0.0
0116-26-20,0.0,449.0,0.0,0.0
0116-25-20,0.0,800.0,0.0,0.0
0116-24-20,0.0,698.0,0.0,0.0
0115-26-20,0.0,1050.0,0.0,0.0
0115-25-20,0.0,2732.0,0.0,0.0
0115-24-20,0.0,16.0,0.0,0.0
0114-26-20,0.0,450.0,0.0,0.0
0114-25-20,0.0,25.0,0.0,0.0
0113-26-20,0.0,10259.0,0.0,0.0
0112-24-20,0.0,15.0,0.0,0.0
0111-24-20,0.0,1868.0,0.0,0.0
0110-25-20,0.0,700.0,0.0,0.0
0110-24-20,0.0,18.0,0.0,0.0
0109-26-20,0.0,375.0,0.0,0.0
0109-25-20,0.0,2735.0,0.0,0.0
0109-24-20,0.0,14.0,0.0,0.0
0108-26-20,0.0,330.0,0.0,0.0
0108-25-20,0.0,17.0,0.0,0.0
0108-24-20,0.0,28.0,0.0,0.0
0107-26-20,0.0,715.0,0.0,0.0
0107-25-20,0.0,700.0,0.0,0.0
0106-26-20,0.0,599.0,0.0,0.0
0105-26-20,0.0,590.0,0.0,0.0
0105-24-20,0.0,1621.0,0.0,0.0
0104-24-20,0.0,79.0,0.0,0.0
0103-25-20,0.0,16.0,0.0,0.0
0103-24-20,0.0,1621.0,0.0,0.0
0102-26-20,0.0,495.0,0.0,0.0
0102-25-20,0.0,16.0,0.0,0.0
0102-24-20,0.0,8.0,0.0,0.0
